RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT
375018,치즈케이크와 브라우니를 한번에 -♬ 브라우니치즈케이크,브라우니치즈케이크,llkissl,김민지,2884,0.0,22.0,굽기,간식,밀가루,빵,달콤한 브라우니와 부드러운 치즈케이크를 한번에 맛볼수 있는 케이크예요 :),,4인분,초급,60분이내,20071215154852.0
375800,돼지고기 김치찌개,돼지고기김치찌개,truelies11,June ,24688,16.0,117.0,끓이기,일상,돼지고기,찌개,술안주로 딱인 매콤한 돼지고개 김치찌개 끓여볼게요~,[재료] 돼지고기 아무부위나 200g| 감자 중간크기 1개| 양파 1/2개| 두부 1/2모 [양념] 고추장 3큰술| 된장 1큰술| 물| 마늘 다진것 1큰술| 참기름 1작은술,3인분,초급,60분이내,20071216142455.0
376020,윤기가 좔좔 ㅡ 로스트치킨 ,로스트치킨,llkissl,김민지,5324,3.0,16.0,굽기,손님접대,닭고기,메인반찬,예전부터 해보고 싶었던 로스트치킨 > _ < 기름기가 쫙쫙쫙 빠져서 껍질을 바삭바삭 ~속은 촉촉 .. 넘 맛잇어요 *^^*,,4인분,아무나,60분이내,20071216224815.0
376773,*크리스마스*에는 달콤한 브라우니 > _ < ,브라우니,llkissl,김민지,5758,5.0,27.0,굽기,간식,밀가루,빵,크리스마스에는 뭐니뭐니해도 달콤한 브라우니가 딱이죠*^^* 거품기로 저어주기면 하면 누구든지 간단하게 만들수 있고 실패확률도 거의 제로! 어서 만들어 보아요 ㅎㅎ,,6인분이상,초급,60분이내,20071217142319.0
380654,몸에 좋은 오트밀이 가득 ㅡ 오트밀쿠키,오트밀쿠키,llkissl,김민지,5001,0.0,26.0,굽기,간식,곡류,과자,저번에 뭉이님이 보내주신 쿠키를 맛보고 그 맛에 반해서 -저도 얼른 만들어봐써요 .. > . < 오트밀이 가득 들어가서 파삭하니 ~~~식감도 무척 좋거니와 - 고소한게 넘 맛있어요 사진보고 혹시 고기(?)인줄 알고 오해하시는 분들도 많던데 ㅋㅋ 절대로 아닙니다 ㅋㅋ,,6인분이상,초급,60분이내,20071218182350.0
380671,구수한 밤풍미 가득한 밤머핀,밤머핀,okwn7,센,2104,1.0,18.0,굽기,간식,밀가루,빵,직접 만든 밤페이스트  밤조림  일본식 밤조림을 듬뿍 넣어 밤 풍미 가득 밤머핀을 만들어보았어요.,[재료] 박력분 250그램| 버터 100그램| 설탕 80그램| 밤페이스트 70그램| 장식용 밤조림 6개| 베이킹파우더 2ts| 계란 2개| 우유 120ml| 밤조림 150그램| 바닐라오일 약간,6인분이상,초급,60분이내,20071218184933.0
380676,낼 프렌치 토스트 해먹으려고 한밤중에 구운 밤 크랜베리 브리오슈 ,크랜베리브리오슈,truelies11,June ,7729,3.0,17.0,굽기,간식,밀가루,빵,계란과 버터가 많이 들어가서  넘넘 달콤하고 촉촉하고 부드럽고 바삭한 맛.... 거기에 듬뿍 들어간 밤에 크랜베리까지... 우앙... 오랜만에 먹으니 넘넘 맛있다....,,2인분,초급,2시간이상,20071218190817.0
380726,매콤달콤 찜닭,찜닭,okwn7,센,15731,9.0,98.0,찜,손님접대,닭고기,메인반찬,밖에서 사먹는것과 거의 흡사하게 맛이 나서 만족하면서 먹었어요. 달콤하면서도 끝맛이 매운맛이 돌아 개운한 맛의 찜닭입니다.,[재료] 닭 중간크기 1마리| 청양고추 5개| 건고추 5개| 양파 1개| 감자 3개| 당면 1줌| 대파 2줄기| 물 1컵 [닭 밑간] 생강즙 1큰술| 후춧가루 1/2큰술| 마늘 1/2큰술| 청주 1큰술 [양념장] 설탕 3+1/2큰술| 간장 110ml| 캬라멜소스 1/2큰술| 청양고추 5개| 후춧가루 1/2큰술| 다진마늘 1/2큰술| 참기름 1큰술,4인분,초급,60분이내,20071218204359.0
380934,바나나 프렌치 토스트 만들기,바나나프렌치토스트,truelies11,June ,24227,10.0,16.0,굽기,간식,밀가루,빵,간단한 아침식사 메뉴로 좋은 바나나 프렌치 토스트,[재료] 브리오슈슬라이스(약간 두툼하게) 2장| 바나나 1/2개| 계란 1개| 우유 1TBSP| 버터 조금| 베이컨 4장| 좋아하는 과일 [양념] 소금 1꼬집| 시럽 적당량| 슈거파우더 적당량,1인분,초급,30분이내,20071219081242.0
380960,◈ 남은밥 멋지게 처리하자! - 베이컨 그라탕,베이컨그라탕,maengi0804,메기맹이,4916,0.0,44.0,굽기,일상,가공식품류,양식,안녕하세요~ 요리하다보면 썰어놓은 양파나 피망이 남거나 사두었던 베이컨  햄이 있는경우가 생기지요. 그럴때 남은밥(찬밥)이 있으면 슈퍼에 파는 300원짜리 스프를 이용해서 맛있는 그라탕을 만들수 있답니다. 별 양념없이 깔끔하게 소금 후추 간만 했는데도 너무 맛나드라고요~,,1인분,아무나,30분이내,20071219091608.0
381157,단호박 해물치즈구이,단호박해물치즈구이,okwn7,센,17013,15.0,254.0,굽기,손님접대,해물류,디저트,달콤한 단호박과 고소한 치즈  매콤화끈한 해물과 떡이 참 조화롭고 맛있어요. 한끼 식사로도  영양만점 간식으로도  술안주로도 손색없는 단호박 해물치즈구이입니다.,[재료] 단호박 작은크기 1통| 낙지 작은크기 1마리| 모듬해물 1줌| 칵테일 새우 1줌| 양파 작은크기 1/2개| 파프리카 1/2개| 대파 1줄기| 떡볶이떡 1줌| 피자치즈 200g [양념장] 고추장 2+1/2큰술| 고춧가루 1/2큰술| 굴소스 2큰술| 다진마늘 1작은술| 후춧가루 1작은술| 설탕 1/2큰술| 요리당 1큰술,4인분,중급,60분이내,20071219122146.0
383305,타라코 앤젤 헤어 파스타 ,파스타,truelies11,June ,14380,3.0,16.0,볶음,일상,밀가루,면/만두,입맛 없는 날에 초간단으로 먹을수 있는 타라코 앤젤 헤어 파스타 ,[재료] 앤젤헤어 파스타 1인분| 명란 2개| 마늘 다진것 1큰술| 우메보시 1개 [양념] 참기름 2큰술| 시칠미 적당량,1인분,초급,30분이내,20071221122639.0
383788,◈ 지진난 빵을 눈덮힌 언덕으로 -갸토쇼콜라,갸토쇼콜라,maengi0804,메기맹이,1932,0.0,9.0,굽기,손님접대,밀가루,빵,갸토쇼콜라 레시피입니다. ,[재료] 박력분 40g| 코코아가루 50g| 다크초콜릿 100g| 버터 90g| 달걀 4개| 설탕 120개| 생크림 60g [데코레이션] 슈가파우더| 생크림,4인분,초급,60분이내,20071221222456.0
384074,it's delicious! 몽블랑 :D ,몽블랑,llkissl,김민지,4405,0.0,34.0,굽기,간식,밀가루,빵,입안에서 살살 녹는 몽블랑> . < 실제로 파는건 먹어보지 못했지만 집에서 만드는것도 넘 맛있어요ㅎㅎ,,6인분이상,초급,90분이내,20071222115827.0
384419,다가올 크리스마스엔 찹스테이크 꼬치구이와 소고기 야채볶음밥,찹스테이크,okwn7,센,15983,10.0,122.0,굽기,손님접대,소고기,양식,요즘처럼 파티가 많은 연말행사엔 요런 패밀리레스토랑 메뉴 따라잡기도 참 괜찮은것 같아요~ 생각보다 비교적 쉽고 간편해서 손님맞이용 파티용 메뉴로 정말 손색없는 메뉴 랍니다~ 물론 맛도 훌륭하구요~ 다가올 크리스마스엔 가족들과 오붓하게 찹스테이크 꼬치구이 괜찮겠죠?,[재료] 한우 우둔살 400그램| 파프리카 1개| 피망 1개| 양파 큰것 1/2개| 새송이버섯 1송이| 카놀라유 1큰술| 애호박 1/3개| 후춧가루 2 작은술| 청주 1큰술| 허브솔트 1/2큰술| A1소스 2큰술| 바베큐소스 2큰술 [볶음밥 ] 남은야채| 소고기| 소금 약간| 카놀라유 적당량| 굴소스 약간,3인분,초급,60분이내,20071222210416.0
384426,바질 페스토 만들기,바질페스토,okwn7,센,109577,5.0,294.0,기타,초스피드,채소류,양념/소스/잼,노심초사 애지중지 키웠던 바질. 직접 키운 신선한 바질로 바질 페스토를 만들어 보았어요. 향긋함이 그대로 살아있는 바질 페스토입니다.,[재료] 바질잎 50g| 통마늘 1쪽| 잣 20개| 올리브오일 180ml| 파마산치즈 25g,6인분이상,아무나,5분이내,20071222211436.0
384503,올리브&어니언 포카치아,포카치아,okwn7,센,3057,1.0,15.0,굽기,간식,밀가루,빵,포카치아는 이탈리아에서 서민들이 즐겨먹던 빵으로 주로 이탈리아 중남부지방에서 만들기 시작했다고 하네요. 담백하고 부드러운 빵에 발사믹식초와 올리브유를 찍어서 먹으면 정말 끝도없이 먹게 되는 중독적인 맛. 간단하게 올리브와 양파를 곁들여서 풍미좋은 포카치아를 만들어 보았어요. 김영모 선생님의 레시피로 만들어 보았습니다.,[재료] 강력분 500그램| 설탕 10그램| 소금 10그램| 몰트 1그램| 양파 중간것 1개| 올리브 20개 이상| 올리브유 60cc| 물 350cc| 드라이이스트 8그램 (올리브유 약간),6인분이상,중급,2시간이상,20071223003158.0
384505,아삭아삭 고소한 흑미와플,흑미와플,okwn7,센,1851,2.0,15.0,굽기,간식,밀가루,빵,구수한 흑미의 풍미가 가득한 겉은 아삭아삭 속은 부드러운 너무 맛있는 와플을 흑미가루로 만들어 보았어요.,[재료] 흑미가루 120g| 노른자 2개| 설탕 1큰술| 소금 1/3작은술| 바닐라오일 약간| 베이킹 파우더 1작은술| 우유 100ml| 버터 60g| 흰자 2개| 설탕 1큰술,2인분,초급,30분이내,20071223004850.0
384508,철판 쏘야볶음,쏘야볶음,okwn7,센,19672,11.0,173.0,볶음,술안주,가공식품류,메인반찬,호프집 맥주 안주로 인기만점인 철판 소세지 야채볶음을 올리려구요. 밥반찬으로도 맥주 안주로도 안성맞춤인 굴소스로 맛을 내는 초간단 소야볶음입니다.,[재료] 후랑크소세지(줄줄이비엔나) 10개| 파프리카 1+1/2개| 양파 큰것 1개| 당근 1/2개| 대파 1줄기| 올리브유 적당량 [양념] 굴소스 1큰술| 케찹 10큰술| 설탕 1/2큰술| 후춧가루 약간,2인분,아무나,15분이내,20071223010846.0
384706, 동글동글 메론빵 삼형제~> _ < ,메론빵,llkissl,김민지,4791,1.0,50.0,굽기,간식,밀가루,빵,퐁신퐁신 ~달콤한 메론빵이예요 :),,4인분,초급,2시간이내,20071223153859.0
384888,튜나 & 에그 샌드위치 ,튜나에그샌드위치,okwn7,센,19775,9.0,121.0,기타,간식,밀가루,빵,간단하고 푸짐하게~ 튜나&에그 샌드위치 ,[재료] 식빵 6장| 양상추 4쪽| 슬라이스햄| 토마토| 양겨자| 마요네즈| 후추 약간 | 레몬즙| 크림치즈| 계란 6개| 다진양파 1개분,2인분,초급,30분이내,20071223194717.0
385575,부드럽고 달콤한 커스타드 푸딩 만들기,푸딩,okwn7,센,121583,19.0,671.0,기타,간식,달걀/유제품,디저트,부들부들 부드럽고 달콤한 커스터드 푸딩. 차게 해서 먹으면 정말 고소하고 부드럽고 달콤한게 아주 맛있어요. 카라멜소스와 함께 요렇게 먹으면 달콤함이 두배. 아주 소프트하고 달콤하게 때문에 남녀노소 누구나 좋아할것 같아요.,[푸딩액 재료] 우유 300g| 설탕 60g| 계란 3개| 바닐라오일 2방울 [카라멜소스] 설탕 60g| 물 4큰술,6인분이상,중급,2시간이상,20071224153413.0
385717,15분만에 뚝딱! 오븐에 굽는 웨지감자.,오븐웨지감자,okwn7,센,61397,8.0,296.0,굽기,일상,채소류,디저트,마늘의 풍미가 어우러진 고소한 웨지감자구이입니다.,[재료] 감자 중간것 4개 [양념] 올리브유(or카놀라유) 2큰술| 소금 1작은술| 후춧가루 약간| 파슬리가루 약간| 다진마늘 1/2큰술 [소스] 사워크림| 케첩| 살사소스| 치즈소스,4인분,초급,15분이내,20071224174458.0
386937,바삭바삭 - 쌀크로칸트쿠키 *^^* ,쿠키,llkissl,김민지,2619,1.0,9.0,굽기,간식,밀가루,과자,저번에 삼순이가 보내준 쌀크로칸트의 맛을 잊지못해 저도 만들어 보았어요 ^_^ 원래는 황치즈가루를 넣어서 만들어야 하는디  집에 없는 관계로 ^^ 코코아가루를 넣었답니다 히히,,6인분이상,초급,60분이내,20071226141156.0
387111,차와 함께 즐기는 대추야자 스콘,대추스콘,okwn7,센,3587,0.0,11.0,굽기,간식,밀가루,빵,대추야자의 달콤함이 어우러져 담백하고도 아주 맛있는 스콘이랍니다.,[재료] 강력분 150그램| 박력분 150그램| 설탕 20그램| 소금 2그램| 베이킹 파우더 5그램| 버터 45그램| 건포도 6그램| 달갈 1개| 우유 100ml| 대추야자 씨뺀것 70그램| 계란물 약간,6인분이상,중급,60분이내,20071226161554.0
387126,구수하고 매콤한 사천짜장 떡볶이,사천짜장떡볶이,okwn7,센,26440,15.0,332.0,볶음,간식,쌀,밥/죽/떡,요건 짜장이 주 재료지만 고추장도 넣어 많이 텁텁하지 않고 매콤하면서도 달콤한 느끼하지 않은 짜장 떡볶이랍니다. 굳이 좀 럭셔리 하게 이름을 붙이자면 사천 짜장 떡볶이 정도 되겠네요.,[재료] 떡볶이떡 400~500그램 정도| 양파 1/2개| 양배추 큰것 1/8통| 대파 2줄기| 어묵 2장| 쫄면 200그램 정도| 물 또는 육수 1+1/2컵 [양념] 다*다(소고기맛 조미료) 1/2큰술| 춘장 2큰술| 고추장 1큰술| 설탕 2큰술| 다진마늘 1큰술,3인분,초급,30분이내,20071226162543.0
387169,미니 고구마,미니고구마,okwn7,센,3283,2.0,15.0,찜,간식,채소류,디저트,맛난 고구마로 뭘 해먹을까 궁리 하다가 많이들 해드시는 미니 고구마를 해봤어요~,[재료] 고구마 중간것 5개| 생크림 6~7큰술| 적고구마가루 5큰술| 블럭모짜렐라치즈 100그램 [양념] 설탕 2큰술,4인분,초급,60분이내,20071226163806.0
387415,홈메이드 바나나 찹쌀떡,바나나찹쌀떡,okwn7,센,7330,7.0,105.0,찜,간식,쌀,밥/죽/떡,찹쌀떡 안에 바나나를 넣고 만들었는데 그맛은 정말 기대이상이었어요. 찹쌀떡이 두배로 맛있어 지는거 있죠? 남녀노소 어른  아이 할것없이 누구나 좋아할만한 그런 맛이예요. 만드는건 생각보다 간편한데 맛은 더블업~ 바나나 찹쌀떡 같이 만들어 봐요.,[재료] 찹쌀가루(습식) 400그램| 찬물 220그램| 바나나 중간것 2개| 옥수수전분 적당량 [양념] 팥앙금 500그램,6인분이상,초급,30분이내,20071226224338.0
387766,보글보글 간단하게 카레어묵전골♥,카레어묵전골,skfo0701,박꽃나래,5959,5.0,20.0,끓이기,손님접대,가공식품류,국/탕,전골하면 다들 어려워 하시잖아요~ 근데 어묵이랑 시판장국을 이용해서 간단하고 맛있게 만드실수 있어요~ 아이들도 정말 좋아하는 카레어묵전골~ 함께 만들어 보아용~,[재료] 어묵 1팩| 팽이버섯 2봉지| 쑥갓 약간| 당근 1/2개| 표고버섯 2개| 대파 1쪽 [카레육수] 물 3컵| 백세카레가루 2T| 가쓰오부시장국 4T,3인분,초급,30분이내,20071227105631.0
387780,촉촉한 모카머핀,모카머핀,skfo0701,박꽃나래,7357,4.0,155.0,굽기,간식,밀가루,빵,커피향 가득하고 촉촉한 모카머핀을 함께 만들어 봅시다.,[재료] 박력분 200g| 버터 160g| 설탕 160g| 베이킹파우더 1T| 계란 3개| 우유 2T| 초코칩 40g [양념] 커피액기스 2T| 소금 약간,4인분,중급,60분이내,20071227111715.0
387790,버섯포카치아♥,버섯포카치아,skfo0701,박꽃나래,2857,1.0,10.0,굽기,간식,밀가루,빵,이탈리아 레스토랑에 가시면 꼭 나오는 빵!! 포카치아♥ 제가 너무 좋아하는 빵이랍니다~ 오늘은 몸에 좋은 버섯은 듬뿍 올려서 담백하게 구워보았어요~ 여기에 치즈도 가득 올려 함께 구워도 너무 맛있답니다~,[재료] 박력분 250g| 물 160g| 말린표고버섯 5개| 이스트 5g [양념] 설탕 1T| 소금 1T| 간장 1T| 참기름 1T | 올리브오일 약간,4인분,중급,2시간이상,20071227113016.0
387802,매콤 매콤한~ 빨간어묵♥,어묵,skfo0701,박꽃나래,11345,11.0,60.0,끓이기,술안주,가공식품류,메인반찬,예전에 한창 유행했던 빨간어묵~ 근데 어느새 조용히 사라지더라구요~ 옛추억을 맛보기 위해서 준비했어요~ 매콤한~ 빨간어묵!! 간식으로도 좋고 술안주로도 좋은 빨간어묵 만들어 보아용♥,[재료] 어묵 1봉지| 양배추 1/4통 [육수재료] 무 1/3개| 파 1뿌리| 양파 1/2개| 건새우 약간| 다시마 약간| 청양고추 2개 [양념] 고춧가루 3T| 고추장 2T| 간장 2T| 설탕 1T| 물엿 1T| 다진마늘 1T| 청주 1T| 후추가루 약간,3인분,초급,30분이내,20071227114641.0
387811,홍함크림소스♥,크림소스,skfo0701,박꽃나래,4116,2.0,20.0,끓이기,손님접대,해물류,양념/소스/잼,홍합에 부드러운 크림소스 옷을 입혔어요~ 홍합이 제철인 요즘에 색다르게 즐겨보는 홍합요리 초대요리로도 손색없는 홍합크림소스♥,[재료] 홍합| 베이컨 2줄| 양파 1/2개| 파프리카 1/4개| 파슬리 [양념] 생크림 2컵| 치즈 취향것,2인분,초급,30분이내,20071227115656.0
388157,카놀라유로 만든 파니니,파니니,okwn7,센,2855,1.0,39.0,굽기,간식,밀가루,빵,그냥 먹어도 좋고 샌드위치를 만들어도 좋은 파니니. 원레시피엔 올리브유가 듬뿍 들어가지만 칼로리도 조금 낮춰보고 맛도 비교하고 싶어서 카놀라유 라이트로 만들어 봤습니다.,[재료] 강력분 500그램| 몰트 1그램| 인스턴트 드라이이스트 8그램| 카놀라유 라이트 60CC| 미지근한 물 330cc| 소금 6그램| 설탕 10그램,6인분이상,중급,2시간이상,20071227161931.0
388168,세가지맛 파니니 모듬 샌드위치,파니니,okwn7,센,7650,4.0,23.0,굽기,일상,밀가루,빵,담백한 파니니안에 세가지맛의 속재료를 넣은 파니니 모듬 샌드위치입니다. 칼로리가 낮은 파니니에 싱싱한 채소와 담백한 고기와 달걀을 넣어 영양 가득한 다이어트 브런치입니다.,[재료] 파니니 5개| 불고기 양념한것 500그램| 닭가슴살 3쪽| 양상추 또는 로메인 10장| 토마토 중간것 2개| 양파 중간것 1개| 치즈 5장| 달걀 3개| 슬라이스햄 10장| 피클다진것 [양념] 머스터드소스| 마요네즈| 버터| 올리브유| 시즈닝솔트,5인분,초급,30분이내,20071227162545.0
